wife.n.01	husband.n.01	2.538973871058276
book.n.01	textbook.n.01	2.9444389791664407
groom.n.03	bride.n.01	2.538973871058276
night.n.07	day.n.07	2.538973871058276
south.n.05	north.n.06	2.538973871058276
plane.n.05	airport.n.01	1.4403615823901665
uncle.n.01	aunt.n.01	2.0281482472922856
horse.n.01	mare.n.01	2.9444389791664407
bottom.n.04	top.n.04	2.538973871058276
friend.n.01	buddy.n.01	2.9444389791664407
scholar.n.01	student.n.01	2.0281482472922856
universe.n.01	globe.n.03	1.845826690498331
leg.n.07	sleeve.n.01	2.538973871058276
airplane.n.01	jet.n.01	2.9444389791664407
woman.n.01	man.n.01	2.538973871058276
sawhorse.n.01	colt.n.01	1.2396908869280152
actress.n.01	actor.n.01	2.9444389791664407
teacher.n.02	teacher.n.01	0.8649974374866046
movie.n.01	film.n.05	1.845826690498331
bird.n.01	hawk.n.01	2.538973871058276
discussion.n.02	dictionary.n.01	0.7472144018302211
money.n.02	wage.n.01	1.3350010667323402
dog.n.03	guy.n.01	2.0281482472922856
area.n.01	region.n.03	2.9444389791664407
united_states_navy.n.01	united_states_army.n.01	2.538973871058276
book.n.10	literature.n.03	2.2512917986064953
apparel.n.01	closet.n.04	1.55814461804655
sunset.n.03	sunrise.n.03	2.538973871058276
child.n.03	adult.n.01	2.538973871058276
cow.n.01	cattle.n.01	2.9444389791664407
record.n.05	report.n.03	2.0281482472922856
winter.n.01	summer.n.01	2.538973871058276
cab.n.03	cab.n.02	1.55814461804655
tree.n.01	maple.n.02	2.538973871058276
layer.n.01	bedroom.n.01	1.845826690498331
roof.n.02	ceiling.n.01	1.55814461804655
disease.n.01	infection.n.01	2.2512917986064953
sleeve.n.01	shoulder.n.04	2.538973871058276
sheep.n.03	lamb.n.04	2.0281482472922856
dame.n.02	gentleman.n.01	2.0281482472922856
gravy_boat.n.01	anchor.n.01	1.4403615823901665
priest.n.02	monk.n.01	1.6916760106710724
toe.n.02	finger.n.03	2.538973871058276
river.n.01	stream.n.01	2.9444389791664407
anger.n.01	fury.n.01	2.9444389791664407
date.n.04	calendar.n.03	1.4403615823901665
sea.n.01	ocean.n.01	2.538973871058276
second.n.06	minute.n.04	2.538973871058276
hand.n.01	thumb.n.01	2.2512917986064953
wood.n.01	log.n.01	2.9444389791664407
mud.n.01	soil.n.02	2.9444389791664407
hallway.n.01	corridor.n.01	2.9444389791664407
way.n.11	manner.n.03	2.2512917986064953
mouse.n.03	cat.n.03	2.0281482472922856
bull.n.05	sheriff.n.01	2.2512917986064953
death.n.01	burying.n.01	1.55814461804655
music.n.01	tune.n.01	2.9444389791664407
beer.n.01	alcohol.n.01	2.538973871058276
mouth.n.08	brim.n.01	1.6916760106710724
storm.n.01	hurricane.n.01	2.2512917986064953
tax.n.01	income.n.01	1.3350010667323402
flower.n.01	violet.n.01	1.6916760106710724
paper.n.01	cardboard.n.01	2.9444389791664407
floor.n.03	ceiling.n.03	2.538973871058276
beach.n.01	seashore.n.01	2.2512917986064953
rod.n.01	curtain.n.01	2.0281482472922856
hound.n.01	fox.n.01	2.0281482472922856
street.n.01	alley.n.01	2.9444389791664407
gravy_boat.n.01	deck.n.02	1.845826690498331
car.n.02	horn.n.08	1.845826690498331
acquaintance.n.03	guest.n.01	2.0281482472922856
employer.n.01	employee.n.01	2.0281482472922856
hand.n.01	wrist.n.01	1.55814461804655
ball.n.10	cannon.n.05	2.2512917986064953
alcohol.n.01	brandy.n.01	2.538973871058276
victory.n.01	triumph.n.02	1.072636802264849
telephone.n.02	booth.n.01	1.55814461804655
door.n.04	doorway.n.01	1.6916760106710724
motel.n.01	hostel.n.01	2.2512917986064953
apparel.n.01	fabric.n.01	2.0281482472922856
