wife.n.01	husband.n.01	0.6
book.n.01	textbook.n.01	0.9523809523809523
groom.n.03	bride.n.01	0.9090909090909091
night.n.07	day.n.07	0.8333333333333334
south.n.03	north.n.03	0.875
plane.n.05	airport.n.01	0.5555555555555556
uncle.n.02	aunt.n.01	0.6
horse.n.01	mare.n.01	0.967741935483871
bottom.n.04	top.n.04	0.9
acquaintance.n.03	buddy.n.01	0.7058823529411765
scholar.n.01	student.n.01	0.6666666666666666
universe.n.01	earth.n.01	0.6666666666666666
leg.n.02	arm.n.01	0.8888888888888888
airplane.n.01	jet.n.01	0.96
woman.n.02	man.n.03	0.7058823529411765
horse.n.01	colt.n.01	0.5833333333333334
actress.n.01	actor.n.01	0.9523809523809523
teacher.n.02	teacher.n.01	0.11764705882352941
movie.n.01	film.n.05	0.6666666666666666
bird.n.01	hawk.n.01	0.9090909090909091
discussion.n.02	dictionary.n.01	0.10526315789473684
money.n.02	wage.n.01	0.47058823529411764
dog.n.01	big_cat.n.01	0.8571428571428571
area.n.01	region.n.03	0.9090909090909091
united_states_navy.n.01	united_states_army.n.01	0.8888888888888888
book.n.10	literature.n.03	0.7692307692307693
apparel.n.01	closet.n.04	0.5882352941176471
sunset.n.01	dawn.n.01	0.9
child.n.03	adult.n.02	0.75
cow.n.01	cattle.n.01	0.9714285714285714
record.n.05	report.n.03	0.7142857142857143
winter.n.01	summer.n.01	0.8571428571428571
cab.n.03	cab.n.02	0.64
tree.n.01	maple.n.02	0.9090909090909091
layer.n.01	bedroom.n.01	0.6666666666666666
roof.n.02	ceiling.n.01	0.5882352941176471
disease.n.01	infection.n.01	0.8421052631578947
sleeve.n.01	shoulder.n.04	0.875
sheep.n.03	lamb.n.04	0.6666666666666666
dame.n.02	gentleman.n.01	0.6
gravy_boat.n.01	anchor.n.01	0.6
priest.n.02	monk.n.01	0.6
toe.n.01	finger.n.01	0.8888888888888888
river.n.01	stream.n.01	0.9090909090909091
anger.n.01	fury.n.01	0.9333333333333333
date.n.03	calendar.n.03	0.4
sea.n.01	ocean.n.01	0.8
second.n.06	minute.n.04	0.8571428571428571
hand.n.01	thumb.n.01	0.8235294117647058
wood.n.01	log.n.01	0.9411764705882353
mud.n.01	soil.n.02	0.9411764705882353
hallway.n.01	corridor.n.01	0.9473684210526315
way.n.11	manner.n.03	0.8421052631578947
mouse.n.01	big_cat.n.01	0.8148148148148148
bull.n.05	sheriff.n.01	0.8695652173913043
death.n.01	burying.n.01	0.5333333333333333
music.n.01	tune.n.01	0.9090909090909091
beer.n.01	alcohol.n.01	0.9
mouth.n.08	brim.n.01	0.625
storm.n.01	hurricane.n.01	0.8421052631578947
tax.n.01	income.n.01	0.47058823529411764
flower.n.01	violet.n.01	0.7272727272727273
paper.n.01	cardboard.n.01	0.9333333333333333
floor.n.03	ceiling.n.03	0.9230769230769231
beach.n.01	seashore.n.01	0.7272727272727273
rod.n.01	curtain.n.01	0.75
hound.n.01	fox.n.01	0.8666666666666667
street.n.01	alley.n.01	0.9473684210526315
gravy_boat.n.01	deck.n.02	0.7368421052631579
car.n.02	horn.n.08	0.7058823529411765
acquaintance.n.03	guest.n.01	0.6666666666666666
employer.n.01	employee.n.01	0.6666666666666666
hand.n.01	wrist.n.01	0.5882352941176471
musket_ball.n.01	cannon.n.04	0.782608695652174
alcohol.n.01	brandy.n.01	0.9
victory.n.01	triumph.n.02	0.25
telephone.n.02	booth.n.01	0.631578947368421
door.n.04	doorway.n.01	0.625
motel.n.01	hostel.n.01	0.8421052631578947
apparel.n.01	fabric.n.01	0.7142857142857143
steak.n.01	meat.n.01	0.8571428571428571
nail.n.02	thumb.n.02	0.5882352941176471
dance_band.n.01	orchestra.n.01	0.8571428571428571
book.n.01	bible.n.02	0.8695652173913043
