wife.n.01	husband.n.01	0.6097481130888515
book.n.01	textbook.n.01	0.25925442577224833
groom.n.03	bride.n.01	0.597379974977517
night.n.01	day.n.04	0.1664197631689892
south.n.03	north.n.03	0.21714724095162596
airplane.n.01	airport.n.01	0.0751410233785908
uncle.n.01	aunt.n.01	0.09748911367625111
horse.n.01	mare.n.01	0.23782951347935777
bottom.n.04	top.n.04	0.4716394839257514
friend.n.01	buddy.n.01	0.27772137971401123
scholar.n.01	student.n.01	0.0984253784312118
universe.n.01	earth.n.01	0.18502071527843789
leg.n.01	arm.n.01	0.5619881204193795
airplane.n.01	jet.n.01	0.36343346031581675
woman.n.01	man.n.01	0.47933779950197786
horse.n.01	colt.n.01	0.11822691202711509
actress.n.01	actor.n.01	0.5236856458770044
teacher.n.02	teacher.n.01	0.05140335726512141
movie.n.01	film.n.02	0.08962451664348241
bird.n.01	hawk.n.01	0.363785555979097
word.n.01	dictionary.n.01	0.0722852926475355
money.n.02	wage.n.01	0.14700466496270415
dog.n.01	cat.n.01	0.537382154955756
area.n.01	region.n.03	0.5850430374384089
navy.n.01	army.n.01	0.3917334170133646
bible.n.01	literature.n.01	0.14174812646808196
apparel.n.01	closet.n.04	0.07899738107463986
sunset.n.01	dawn.n.01	0.23229683282623567
child.n.01	adult.n.01	0.1463037752899517
cow.n.01	cattle.n.01	0.7417995093673414
bible.n.01	story.n.02	0.14609104694844063
winter.n.01	summer.n.01	0.3664918312347809
cab.n.03	cab.n.01	0.06431273791471538
tree.n.01	maple.n.02	0.2312602502038118
bed.n.01	bedroom.n.01	0.08921308890612942
roof.n.01	ceiling.n.01	0.07699460215982507
disease.n.01	infection.n.01	0.2738272743321013
arm.n.01	shoulder.n.01	0.1390571379782457
sheep.n.01	lamb.n.01	0.10203245779783271
lady.n.01	gentleman.n.01	0.10551301982795913
boat.n.01	anchor.n.01	0.08236164796311998
priest.n.01	monk.n.01	0.06764402367259956
toe.n.01	finger.n.01	0.4976488159039976
river.n.01	stream.n.01	3.476059496782198
anger.n.01	fury.n.01	1.0569219086481427
date.n.01	calendar.n.02	0.054033754494324286
sea.n.01	ocean.n.01	0.22403355366618372
second.n.01	minute.n.01	0.2049547706847749
hand.n.01	thumb.n.01	0.19999811284752886
wood.n.01	log.n.01	0.5737335689720402
mud.n.01	soil.n.02	0.8658269341487546
hallway.n.01	corridor.n.01	3.811494686708424
manner.n.01	manner.n.02	0.10667965221441714
mouse.n.01	cat.n.01	0.15311792865550694
bull.n.05	sheriff.n.01	0.2060140793066154
death.n.01	burial.n.01	0.07438522986164406
music.n.01	tune.n.01	0.42721589834962453
beer.n.01	alcohol.n.01	0.6129641353821871
mouth.n.01	lip.n.01	0.12383601692930293
storm.n.01	hurricane.n.01	0.5581106265512474
tax.n.01	income.n.01	0.1740668522843519
flower.n.01	violet.n.01	0.13930918344423285
paper.n.01	cardboard.n.01	0.20961352064055258
floor.n.03	ceiling.n.03	0.6292334808469345
